Compound Name	Chemical Formula	SMILES	Names	Object ID	InChI-Key
SL<sub>1278</sub>	C65H123O17S1	CCCCCCCCCCCCCCC[C@@H](O)[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@@H](C[C@@H](C[C@H](C)C(O[C@H]1([C@@H]([C@H](O[C@@H]([C@@H]1OC(=O)CCCCCCCCCCCCCCC)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)OS([O-])(=O)=O))CO)O))=O)C)C	SL1278 // 2-O-sulfo-2',3'-diacyl-alpha,alpha-trehalose // 2',3'-diacyl-alpha,alpha-trehalose-2-sulfate // 3'-hydroxyphthioceranyl-2'-palmitoyl-2-O-sulfo-alpha,alpha-trehalose	CPD-18706	InChIKey=HJAKHOUALDNGGZ-COTXUEBMSA-M
sMARt-420	C17H19N2O2F3	C3(N(CCC2(CC(/C1(\C=C/C=C\C=1))=N\O2)C3)C(CCC(F)(F)F)=O)	sMARt-420 // BDM41420 // 4,4,4-trifluoro-1-{3-phenyl-1-oxa-2,8-diazaspiro[4.5]dec-2-en-8-yl}butan-1-one	CPD-20006	InChIKey=IBVDSAFESRHIBV-UHFFFAOYSA-N
<i>sn</i>-1,2-di(2-propylpentanoyl)glycerol	C19H36O5	CCCC(CCC)C(=O)OC[C@@H](OC(C(CCC)CCC)=O)CO	sn-1,2-di(2-propylpentanoyl)glycerol // di(2-propylC5)	CPD0-1759	InChIKey=VRHHCIFJHPYESE-KRWDZBQOSA-N
<i>sn</i>-1-<i>lyso</i>-2-16:0-monogalactosyldiacylglycerol	C25H48O9	[a glycerolipid]	sn-1-lyso-2-16:0-monogalactosyldiacylglycerol // sn-1-lyso-2-16:0-MGDG // 2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol // beta-D-galactopyranoside, (2R)-3-hydroxy-2-[(1-oxohexadecyl)oxy]propyl	CPD-15833	InChIKey=HHTBBUKGYSPZCI-DISYYVGZSA-N
<i>sn</i>-2-C16:0-DCA-LPA	C19H34O9P1	C(=O)([R])O[C@H](CO)COP([O-])(=O)[O-]	sn-2-C16:0-DCA-LPA // 2-C16:0-DCA-LPA // 2-C16:0-alpha,omega-dicaboxyl-lysophosphatidic acid // 1-lyso-2-C16:0-alpha,omega-dicaboxyl-phosphatidic acid // 2-alpha,omega-hexadecanedioyl-lysophosphatidic acid // 2-alpha,omega-hexadecanedioyl-glycerol-3-phosphate	CPD-14777	InChIKey=HTUVNKNXUCIHRU-QGZVFWFLSA-K
SN-38G	C28H27N2O11	CCC4(\C5(/C=C(\C=C/C(/N=C1(C(/CN2(C(C3(\COC([C@](CC)(C(\C=C1/2)=3)O)=O))=O))=4))=5)/O[C@H]6([C@@H]([C@H]([C@@H]([C@@H](C([O-])=O)O6)O)O)O)))	SN-38G	CPD0-2376	InChIKey=SSJQVDUAKDRWTA-CAYKMONMSA-M
<i>sn</i>-butyl-D-cysteine	C7H15N1O2S1	C([R])(=O)[O-]	sn-butyl-D-cysteine	CPD0-1567	InChIKey=FFGXHYXBEDRCNM-ZCFIWIBFSA-N
<i>sn</i>-glycero-3-phospho-1-inositol	C9H18O11P1	O[R]	an inositol // 1,2,3,4,5,6-cyclohexanehexol	CPD-541	InChIKey=BMVUIWJCUQSHLZ-UJGXJMNGSA-M
<i>sn</i>-glycero-3-phospho-<i>N</i>-(arachidonoyl)ethanolamine	C25H43N1O7P1	C(OP([O-])(OC[C@@H](CO)O)=O)CNC(=O)[R]	sn-glycero-3-phospho-N-(arachidonoyl)ethanolamine	CPD-22238	InChIKey=PAGKVQGBMADPCS-XSQXPFHXSA-M
<i>sn</i>-glycero-3-phospho-<i>N</i>-(linoleoyl)ethanolamine	C23H43N1O7P1	C(OP([O-])(OC[C@@H](CO)O)=O)CNC(=O)[R]	sn-glycero-3-phospho-N-(linoleoyl)ethanolamine	CPD-22242	InChIKey=SIFXNALWQVODIM-USWSLJGRSA-M
<i>sn</i>-glycero-3-phospho-<i>N</i>-(oleoyl)ethanolamine	C23H45N1O7P1	C(OP([O-])(OC[C@@H](CO)O)=O)CNC(=O)[R]	sn-glycero-3-phospho-N-(oleoyl)ethanolamine	CPD-22240	InChIKey=VBNXVCGZJCGEKO-MZMPXXGTSA-M
<i>sn</i>-glycero-3-phospho-<i>N</i>-(palmitoyl)ethanolamine	C21H43N1O7P1	C(OP([O-])(OC[C@@H](CO)O)=O)CNC(=O)[R]	sn-glycero-3-phospho-N-(palmitoyl)ethanolamine	CPD-22241	InChIKey=FIXMIXZULLAMCB-HXUWFJFHSA-M
<i>sn</i>-glycero-3-phospho-<i>N</i>-(stearoyl)ethanolamine	C23H47N1O7P1	C(OP([O-])(OC[C@@H](CO)O)=O)CNC(=O)[R]	sn-glycero-3-phospho-N-(stearoyl)ethanolamine	CPD-22239	InChIKey=GWPSWVKRTQYSAW-JOCHJYFZSA-M
<i>sn</i>-glycero-3-phosphocholine	C8H20N1O6P1	C([N+](C)(C)C)COP([O-])(=O)OC[C@H](O)CO	sn-glycero-3-phosphocholine // sn-3-GPC // glycero-phosphocholine // L-1-glycero-3-phosphocholine // L-1-glycero-phosphorylcholine // glycerophosphocholine	L-1-GLYCERO-PHOSPHORYLCHOLINE	InChIKey=SUHOQUVVVLNYQR-MRVPVSSYSA-N
<i>sn</i>-glycero-3-phosphoethanolamine	C5H14N1O6P1	C(OP([O-])(OC[C@@H](CO)O)=O)C[NH3+]	sn-glycero-3-phosphoethanolamine // L-1-glycerophosphorylethanolamine // 1-glycerophosphorylethanolamine	L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	InChIKey=JZNWSCPGTDBMEW-RXMQYKEDSA-N
<i>sn</i>-glycerol 1-phosphate	C3H7O6P1	C(OP([O-])(=O)[O-])[C@@H](O)CO	glycerol 1-phosphate // D,L-alpha-glycerol-phosphate // DL-glycerol 1-phosphate	SN-GLYCEROL-1-PHOSPHATE	InChIKey=AWUCVROLDVIAJX-VKHMYHEASA-L
<i>sn</i>-glycerol 3-phosphate	C3H7O6P1	C(OP([O-])(=O)[O-])[C@H](O)CO	glycerol 1-phosphate // D,L-alpha-glycerol-phosphate // DL-glycerol 1-phosphate	GLYCEROL-3P	InChIKey=AWUCVROLDVIAJX-GSVOUGTGSA-L
Sn<SUP>2+</SUP>	Sn1	[Sn+2]	Sn2+ // Sn++ // SnII // tin(II) // tin (II) ion	CPD-1490	InChIKey=IUTCEZPPWBHGIX-UHFFFAOYSA-N
sodium acetate			sodium acetate	CPD0-2422	
sodium arsenite	O2Na1As1	[As]([O-])=O.[Na+]	sodium arsenite	CPD0-1496	
sodium carbonate			sodium carbonate // Na2CO3	CPD-19641	
sodium chloride			sodium chloride	NACL	
sodium citrate trihydrate			sodium citrate trihydrate	CPD0-2434	
sodium dihydrogen phosphate			sodium dihydrogen phosphate // monobasic sodium phosphate // monosodium phosphate	CPD0-2432	
sodium dithionite			sodium dithionite	CPD-17695	
sodium dodecyl sulfate			sodium dodecyl sulfate // SDS	CPD-16983	
sodium fluoride			sodium fluoride // sodium fluoride	NaF	
sodium molybdate dihydrate			sodium molybdate dihydrate // sodium orthomolybdate dihydrate // Sodium molybdate(VI) dihydrate // Na2MoO4.2H2O // Molybdic acid, disodium salt, dihydrate // Disodium molybdate dihydrate	CPD-19634	
sodium nitrate			sodium nitrate // NaNO3	CPD-12921	
sodium pyruvate			sodium pyruvate	CPD0-2431	
sodium sulfate			sodium sulfate	NA2SO4	
sodium tetraborate decahydrate			sodium tetraborate decahydrate // Na2B4O7(H2O)10	CPD0-2506	
sodium tetrahydridoborate			sodium tetrahydridoborate // sodium borohydride	BH4NA	
sodorifen	C16H26	C=C1([C@@H](C)[C@@]2(C)([C@H](C)[C@@](C)([C@@H](C)1)C(/C)=C(C)/2))	sodorifen // (1S,2R,8S)-1,2,4,5,6,7,8-heptamethyl-3-methylenebicyclo[3.2.1]oct-6-ene	CPD-22334	InChIKey=GXPHTJFKVOCWKQ-SJDUDGTJSA-N
soladulcidine	C27H45N1O2	C[C@H]1(C[NH2+][C@@]6(CC1)([C@@H](C)[C@H]2([C@H](C[C@@H]5([C@@]2(C)CC[C@H]3([C@@H](CC[C@@H]4([C@]3(C)CC[C@H](O)C4))5)))O6)))	soladulcidine	CPD-22270	InChIKey=XYNPYHXGMWJBLV-RFGPBLIYSA-O
solanacol	C19H18O6	CC3(\C=C/C4(/[C@H](O)[C@H]1([C@H](OC(=O)C/1=C/O[C@H]2(\C=C(C)/C(=O)O2))C(/C(\C)=3)=4)))	solanacol	CPD-20505	InChIKey=LFVSQVHIKFDYFI-LGIIKBFTSA-N
solanapyrone B	C18H24O4	CC2(\C=C/C1(CCCCC1C2C3(\OC(=O)C(\CO)=C(\C=3)/OC)))	solanapyrone B	solanapyrone-B	InChIKey=YJHFAFJKTXEFDR-UHFFFAOYSA-N
solanapyrone D	C18H22O4	C[C@@H]3(\C=C/[C@@H]1(CCCC[C@H]1[C@H](C2(\OC(=O)C(\C=O)=C(\C=2)/OC))3))	solanapyrone D	CPD-13660	InChIKey=AWQLNKJBXASXDU-IPJQOSJUSA-N
solanapyrone E	C18H24O4	CC2(\C=C/C1(CCCCC1C2C3(\OC(=O)C(\CO)=C(\C=3)/OC)))	solanapyrone E	solanapyrone-E	InChIKey=YJHFAFJKTXEFDR-UHFFFAOYSA-N
solanesol	C45H74O1	O[R]	solanesol // nonaisoprenol // betulanonaprenol	CPD-21339	InChIKey=AFPLNGZPBSKHHQ-MEGGAXOGSA-N
solanid-3-one	C27H44N1O1	C[C@H]6(CC[C@H]1([NH+]([C@@H]2([C@H]([C@H](C)1)[C@]4(C)([C@@H](C2)[C@@H]5(CCC3(CC(CC[C@@](C)3[C@@H](CC4)5)=O)))))C6))	solanid-3-one	CPD-22279	InChIKey=DCQBOIHKCBTVFH-XCIZRCLMSA-O
solanid-4-en-3-one	C27H42N1O1	C[C@H]6(CC[C@H]1([NH+]([C@@H]2([C@H]([C@H](C)1)[C@]4(C)([C@@H](C2)[C@@H]5(CCC3(\[C@](C)(CCC(=O)\C=3)[C@@H](CC4)5)))))C6))	solanid-4-en-3-one	CPD-22278	InChIKey=XRXKXXULHUCVCA-OGMJMOSOSA-O
solanidine	C27H44N1O1	C[C@H]6(CC[C@H]1([NH+]([C@@H]2([C@H]([C@H](C)1)[C@]4(C)([C@@H](C2)[C@@H]5(C\C=C3(C[C@H](CC[C@@](C)3[C@@H](CC4)5)O)))))C6))	solanidine // solatubine // solanidin // solanid-5-en-3beta-ol // (3beta)-solanid-5-en-3-ol	CPD-9217	InChIKey=JVKYZPBMZPJNAJ-OQFNDJACSA-O
solanine	C45H74N1O15	C[C@H]8(CC[C@H]9([C@@H](C)[C@H]3([C@H](C[C@H]2([C@@H]4(C\C=C1(C[C@H](CC[C@@](C)1[C@@H](CC[C@@](C)23)4)O[C@H]5([C@@H]([C@H]([C@H]([C@@H](CO)O5)O)O[C@H]6([C@@H]([C@H]([C@@H]([C@@H](CO)O6)O)O)O))O[C@H]7([C@@H]([C@@H]([C@H]([C@H](C)O7)O)O)O))))))[NH+](C8)9)))	solanine	CPD-9210	InChIKey=ZGVSETXHNHBTRK-NPQOSWHTSA-O
solasod-3-one	C27H43N1O2	C[C@H]1(C[NH2+][C@@]6(CC1)([C@@H](C)[C@H]2([C@H](C[C@@H]5([C@@]2(C)CC[C@H]3([C@@H](CC[C@@H]4([C@]3(C)CCC(=O)C4))5)))O6)))	solasod-3-one	CPD-22269	InChIKey=VCYNHQOAZQMPOJ-XGHVASCSSA-O
solasod-4-en-3-one	C27H41N1O2	C[C@H]1(C[NH2+][C@@]6(CC1)([C@@H](C)[C@H]2([C@H](C[C@@H]5([C@@]2(C)CC[C@H]3([C@@H](CCC4(\[C@]3(C)CCC(=O)\C=4))5)))O6)))	solasod-4-en-3-one	CPD-22268	InChIKey=XCAKPWXDUSEAEH-KBJXEFJHSA-O
solasodine	C27H43N1O2	C[C@H]1(C[NH2+][C@@]6(CC1)([C@@H](C)[C@H]2([C@H](C[C@@H]5([C@@]2(C)CC[C@H]3([C@@H](C\C=C4(C[C@H](CC[C@@]3(C)4)O))5)))O6)))	solasodine // spirosol-5-en-3-ol, (3beta,22alpha,25R)- // solancarpidine // solasodin // solasod-5-en-3beta-ol // purapuridine	CPD-13080	InChIKey=KWVISVAMQJWJSZ-GPXMTLFMSA-O
solasodine 3-<i>O</i>-&beta;-<i>D</i>-galactoside	C33H53N1O7	C[C@H]1(C[NH2+][C@@]7(CC1)([C@@H](C)[C@H]2([C@H](C[C@@H]6([C@@]2(C)CC[C@H]4([C@@H](C\C=C5(C[C@@H](O[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)3))CC[C@@]4(C)5))6)))O7)))	solasodine 3-O-beta-D-galactoside // solasodine galactoside	CPD-18738	InChIKey=XMLLJGHZPHTUKK-VZNIMFFESA-O
solasodine 3-O-&beta;-D-glucoside	C33H53N1O7	CC34(CCC2(C(CCC1(CC(O)CCC(C)12))C(CCC([R])3)4))	solasodine 3-O-beta-D-glucoside // solasodine 3-O-beta-D-glucose // beta-D-glucopyranoside, (3beta,22alpha,25R)-spirosol-5-en-3-yl // solasod-5-ene // gamma-solamargine // solasodine 3-O-beta-D-glucopyranoside	CPD-13081	InChIKey=XMLLJGHZPHTUKK-CKSYUEDFSA-O
solavetivol	C15H24O1	C=C([C@H]2(C[C@]1([C@@H](CC(\C=C(C)/1)O)C)CC2))C	solavetivol // (2R,5S,10R)-6,10-dimethyl-2-(prop-1-en-2-yl)spiro[4.5]dec-6-en-8-ol	CPD-12884	InChIKey=QRPWLSKPROEDAH-QKGHYUKFSA-N
solavetivone	C15H22O1	C=C([C@H]2(C[C@]1([C@@H](CC(\C=C(C)/1)=O)C)CC2))C	solavetivone // ()-(2R,5S,10R)-2-isopropenyl-6,10-dimethylspiro[4.5]dec-6-en-8-one // ()-solavetivone // katahdinone // (2R,5S,10R)-6,10-dimethyl-2-(prop-1-en-2-yl)spiro[4.5]dec-6-en-8-one	CPD-4721	InChIKey=FGCUSSRGQNHZRW-UMVBOHGHSA-N
sophoradiol	C30H50O2	C[C@@]4(CC5(C2(\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1C\C=2)3C)O)(C)C))C)(CC[C@@]([C@@H](C4)O)5C)C)))C	sophoradiol	CPD-7609	InChIKey=ZEGUWBQDYDXBNS-CVPOBCMLSA-N
sophoraflavanone B	C20H20O5	CC(C)=CCC1(/C2(/O[C@@H](CC(=O)C(/C(/O)=C\C(\O)=1)=2)C3(\C=C/C(/O)=C\C=3)))	sophoraflavanone B // 8-prenylnaringenin // 8-dimethylallylnaringenin	CPD-9440	InChIKey=LPEPZZAVFJPLNZ-SFHVURJKSA-N
sophoraflavanone G	C25H28O6	CC(C)=CCC(CC1(/C2(/O[C@@H](CC(=O)C(/C(/O)=C\C(\O)=1)=2)C3(/C=C\C(\O)=C/C(/O)=3))))C(C)=C	sophoraflavanone G	CPD-9441	InChIKey=XRYVAQQLDYTHCL-GMTBNIFVSA-N
sophoricoside	C21H19O10	C3([R2])(=C([R3])C([R4])=C(C1(\C(=O)C2(\C(\OC(/[R9])=1)=C([R8])/C(\[R7])=C([R6])\C(/[R5])=2)))C(/[R10])=C([R1])/3)	sophoricoside // genistein-4'-glucoside // 5',7'-dihydroxy-4'-glucosyloxyisoflavone	CPD-21624	InChIKey=ISQRJFLLIDGZEP-CMWLGVBASA-M
sophorose	C12H22O11	C(O)[C@H]7(O[C@@H](O[R2])[C@H](O[C@@H]6(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O[C@H]5([C@H](O[C@@H]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O[C@H]3([C@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O[C@H]1([C@H](O[R1])[C@@H](O)[C@H](O)[C@@H](CO)O1))2))[C@@H](O)[C@H](O)[C@@H](CO)O3))4))[C@@H](O)[C@H](O)[C@@H](CO)O5))6))[C@@H](O)[C@H](O)7)	sophorose // 2-O-beta-D-glucopyranosyl-D-glucopyranose // 2-O-beta-D-glucopyranosyl-D-glucose // beta-D-glucopyranosyl-(1->2)-D-glucopyranose	CPD-13242	InChIKey=HIWPGCMGAMJNRG-RTPHMHGBSA-N
sophorosyloxydocosanoate	C34H63O13	C([R])([O-])=O	sophorosyloxydocosanoate // 13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoate	DIGLUCO-DOCOSANOATE	InChIKey=OAKLJPBSRRDONB-FCILMWLFSA-M
sorbate	C6H7O2	C/C=C/C=C/C(=O)[O-]	sorbate // sorbic acid // 2-propenylacrylic acid // 1,3-pentadiene-1-carboxylic acid // 2,4-hexadienoic acid // (2-butenylidene)acetic acid // crotylidene acetic acid // (E,E)-2,4-hexadienoic acid // hexa-2,4-dienoic acid // panosorb // hexadienoic acid // sorbistat // trans,trans-2,4-hexadienoic acid // trans,trans-sorbic acid // preservastat // alpha-trans-gamma-trans-Sorbic acid	CPD-3624	InChIKey=WSWCOQWTEOXDQX-MQQKCMAXSA-M
sorbyl-CoA	C27H38N7O17P3S1	C/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	sorbyl-CoA	SORBYL-COA	InChIKey=OUDBPEVXTMAWSG-VUJIAKIYSA-J
sordaricin	C20H27O4	CC(C)C1(\[C@]4(C(=O)[O-])([C@@]3(C=O)(C[C@H](\C=1)[C@@](CO)(C[C@@H]2([C@H](C)CC[C@H]23))4)))	sordaricin	CPD-20460	InChIKey=QIMCUSGGYZHVEF-OKBBACTKSA-M
sordarin	C27H39O8	CC(C)C1(\[C@]5(C(=O)[O-])([C@@]4(C=O)(C[C@H](\C=1)[C@@](CO[C@H]2([C@H]([C@@H]([C@@H]([C@@H](C)O2)OC)O)O))(C[C@@H]3([C@H](C)CC[C@H]34))5)))	sordarin	CPD-20447	InChIKey=OGGVRVMISBQNMQ-MDGIRFSOSA-M
sorgolactone	C18H20O5	C[C@H]3(CCCC4(C[C@H]1([C@H](OC(=O)C/1=C/O[C@H]2(\C=C(C)/C(=O)O2))C3=4)))	sorgolactone	CPD-14659	InChIKey=KHSREFIWULNDAB-YCUBLIQYSA-N
sorgoleone	C22H29O4	C=CC\C=C/C\C=C/CCCCCCCC1(/C(=O)C(/OC)=C\C(=O)C(/[O-])=1)	sorgoleone // 2-hydroxy-5-methoxy-3-[(Z,Z)-8',11',14'-pentadecatriene]-p-benzoquinone	CPD-10259	InChIKey=FGWRUVXUQWGLOX-AFJQJTPPSA-M
soyasapogenol A	C30H50O4	C[C@@]4(CC5(C2(\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1C\C=2)3C)O)(CO)C))C)(CC[C@@]([C@@H]([C@H](O)4)O)5C)C)))C	soyasapogenol A	CPD-13251	InChIKey=CDDWAYFUFNQLRZ-HAVOGERZSA-N
soyasapogenol A 3-<i>O</i>-&beta;-glucuronate	C36H57O10	CC5([C@H]([C@H]([C@@]4(CC[C@]6([C@@]1(C)([C@H]([C@@]3([C@H](CC1)[C@](CO)(C)[C@@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O2))CC3)C)C\C=C([C@@H]4(C5))/6))C)(C))O)O)(C)	soyasapogenol A 3-O-beta-glucuronate	CPD-15186	InChIKey=CZJIMKNMPZTDKL-KYCUXGCASA-M
soyasapogenol B	C30H50O3	C[C@@]4(CC5(C2(\[C@]([C@@]1(CCC3([C@](CO)(C)[C@H](CC[C@](C1C\C=2)3C)O))C)(CC[C@@]([C@@H](C4)O)5C)C)))C	soyasapogenol B // 24-hydroxysophoradiol // (3beta,22beta)-olean-12-ene-3,22,24-triol	CPD-7610	InChIKey=YOQAQNKGFOLRGT-FNBSVUNXSA-N
soyasapogenol B-22-O-&beta;-D-glucoside	C36H60O8	CC6(C)(C[C@H]4(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]3(C)([C@@H](CC2)[C@](CO)(C)[C@@H](O)CC3)))CC[C@](C)4[C@H](O[C@H]5([C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O))C6)))	soyasapogenol B-22-O-beta-D-glucoside // soyasapogenol B-22-O-B-glucoside // 22-Glc-soyasapogenol B	CPD-9490	InChIKey=BDZLOOXOTLDZJX-JDHOOSEQSA-N
soyasapogenol B-3-O-&beta;-D-glucoside	C36H60O8	CC6(C)(C[C@H]5(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]4(C)([C@@H](CC2)[C@](CO)(C)[C@@H](O[C@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))CC4)))CC[C@](C)5[C@H](O)C6)))	soyasapogenol B-3-O-beta-D-glucoside // soyasapogenol B-3-O-B-glucoside // 3-Glc-soyasapogenol B	CPD-9489	InChIKey=SOMDRJIVEKIXDG-DYJSFFMXSA-N
soyasapogenol B-3-<i>O</i>-&beta;-glucuronide	C36H57O9	CC6(C)(C[C@H]5(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]4(C)([C@@H](CC2)[C@@](C)(CO)[C@@H](O[C@@H]3(O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)3))CC4)))CC[C@](C)5[C@H](O)C6)))	soyasapogenol B-3-O-beta-glucuronide	CPD-7612	InChIKey=NARQRJFIZNOSJV-JIHAXZPOSA-M
soyasapogenol E	C30H48O3	CC5(C)(C[C@H]4(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]3(C)([C@@H](CC2)[C@](CO)(C)[C@@H](O)CC3)))CC[C@](C)4C(=O)C5)))	soyasapogenol E	CPD-9482	InChIKey=FNRBOAGVUNHDIL-LMZUXBMISA-N
soyasapogenol E 3-<i>O</i>-&beta;-glucuronate	C36H55O9	CC6(C)(C[C@H]5(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]4(C)([C@@H](CC2)[C@@](C)(CO)[C@@H](O[C@@H]3(O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)3))CC4)))CC[C@](C)5C(=O)C6)))	soyasapogenol E 3-O-beta-glucuronate	CPD-15187	InChIKey=CBJRVPYJFXDQDY-YHYIZMBSSA-M
soyasapogenol E-23-O-&beta;-D-glucoside	C36H58O8	CC6(C)(C[C@H]5(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]4(C)([C@@H](CC2)[C@](CO[C@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))(C)[C@@H](O)CC4)))CC[C@](C)5C(=O)C6)))	soyasapogenol E-23-O-beta-D-glucoside // soyasapogenol E-23-O-B-glucoside // 23-Glc-soyasapogenol E	CPD-9493	InChIKey=ORBKYZVAOYYRJD-JPNGUODHSA-N
soyasapogenol-B-23-O-&beta;-D-glucoside	C36H60O8	CC6(C)(C[C@H]5(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]4(C)([C@@H](CC2)[C@](CO[C@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))(C)[C@@H](O)CC4)))CC[C@](C)5[C@H](O)C6)))	soyasapogenol-B-23-O-beta-D-glucoside // soyasapogenol-B-23-O-B-D-glucoside // 23-Glc-soyasapogenol B	CPD-9491	InChIKey=YTOCWWQIMKHRPX-LMOAGLASSA-N
soyasapogenol-DDMP	C36H55O6	CC1(/OC(CC(=O)C(/[O-])=1)OC2([C@@]3(CC[C@]4([C@@]5(CCC6([C@@](C(CC[C@](C(C\C=C(C(C[C@@](C)(C2)C)3)/4)5)6C)O)(C)CO))C)C)C))	soyasapogenol-DDMP // soyasapogenol-2,3-dihydro-2,5-dihydroxy-6-methyl-4H-pyran-4-one	CPD-13250	InChIKey=BYNMWRSQUIGRPW-KVMHCKHDSA-M
soyasapogenol-E-3-O-&beta;-D-glucoside	C36H58O8	CC6(C)(C[C@H]5(C1(\[C@](C)([C@@]2(C)([C@H](C\C=1)[C@]4(C)([C@@H](CC2)[C@](CO)(C)[C@@H](O[C@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))CC4)))CC[C@](C)5C(=O)C6)))	soyasapogenol-E-3-O-beta-D-glucoside // soyasapogenol-E-3-O-B-glucoside // 3-Glc-soyasapogenol E	CPD-9492	InChIKey=ALXGAHXXVSWGDV-BYXXEIBDSA-N
soyasaponin I	C48H77O18	C[C@H]8([C@H](O)[C@@H](O)[C@@H](O)[C@H](O[C@@H]7([C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]6([C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O[C@H]4(CC[C@]3(C)([C@H]5(C\C=C2([C@@H]1(CC(C)(C)C[C@@H](O)[C@@](C)1CC[C@](C)2[C@](C)(CC[C@H]3[C@](CO)(C)4)5))))))6))7))O8)	soyasaponin I	CPD-13255	InChIKey=PTDAHAWQAGSZDD-IOVCITQVSA-M
soyasaponin III	C42H67O14	CC7(C)(C[C@@H](O)[C@@]6(C)([C@H](C5(\[C@](C)([C@@]4(C)([C@@H]([C@@]3(C)(CC[C@H](O[C@@H]2(O[C@H](C([O-])=O)[C@@H](O)[C@H](O)[C@@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1))2))[C@](C)(CO)[C@@H]3CC4))C\C=5))CC6))C7))	soyasaponin III // (3beta,4beta,21alpha)-21,23-dihydroxyolean-12-en-3-yl (2-O-beta-D-galactopyranosyl)-beta-D-glucopyranosiduronate	CPD-13254	InChIKey=OKIHRVKXRCAJFQ-AHBDIROXSA-M
spectinabilin	C28H31N1O6	CC(/C=C(C)/C=C2(C[C@H](C1(\OC(OC)=C(C)C(C(/C)=1)=O))OC2))=C\C(/C)=C\C3(\C=C/C(/[N+](=O)[O-])=C\C=3)	spectinabilin // 2-methoxy-3,5-dimethyl-6-[(2R,4Z)-4-[(2E,4E,6E)-2,4,6-trimethyl-7-(4-nitrophenyl)hepta-2,4,6-trien-1-ylidene]oxolan-2-yl]pyran-4-one // neoaureothin	CPD-21806	InChIKey=IZICQJAGBLBAMJ-QDYRYYKCSA-N
spermidine	C7H22N3	C([NH3+])CC[NH2+]CCCC[NH3+]	spermidine // N-(3-aminopropyl)butane-1,4-diamine	SPERMIDINE	InChIKey=ATHGHQPFGPMSJY-UHFFFAOYSA-Q
spermine	C10H30N4	C([NH3+])[R]	spermine // N,N'-bis(3-aminopropyl)-1,4-butane-diamine // gerontine // musculamine // neuridine // diaminopropyl-tetramethylenediamine	SPERMINE	InChIKey=PFNFFQXMRSDOHW-UHFFFAOYSA-R
spheroiden-2-ol	C41H60O2	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C(O)C(OC)(C)C	spheroiden-2-ol // 2-hydroxyspheroidene	CPD-16859	InChIKey=IYSJCVOSCTVRGJ-FZFXUSNISA-N
spheroiden-2-one	C41H58O2	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)C(OC)(C)C	spheroiden-2-one // spheroidenone	CPD-11466	InChIKey=ZQFURSYWJPLAJR-FZFXUSNISA-N
