Compound	Object ID	InChI-Key	SMILES
CPD-17796	CPD-17796	InChIKey=LGIVCJVHKAFGGL-LOIYTIAWSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-12873	CPD-12873	InChIKey=PCNDJXKNXGMECE-UHFFFAOYSA-N	C3(\C=C2(C(/N=C1(\C=C/C=C\C/1=N\2))=C\C=3))
CPD-7970	CPD-7970	InChIKey=UGTJLJZQQFGTJD-UHFFFAOYSA-N	C(#N)[R]
CPD-23626	CPD-23626	InChIKey=IERLRQNOXCBECM-KJPWBGIFSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-20889	CPD-20889	InChIKey=YXUPZGKORWTXID-UHFFFAOYSA-N	[N+]([R4])([R3])([R1])[R2]
NICOTINAMIDE_NUCLEOTIDE	NICOTINAMIDE_NUCLEOTIDE	InChIKey=DAYLJWODMCOQEW-TURQNECASA-M	C(OP(=O)([O-])[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@H]([N+]1(\C=C/C=C(/C=1)/C(=O)N))O2)
CPD-19830	CPD-19830	InChIKey=YOYAIZYFCNQIRF-UHFFFAOYSA-N	C(#N)[R]
NMNH	NMNH	InChIKey=XQHMUSRSLNRVGA-TURQNECASA-L	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-19831	CPD-19831	InChIKey=WARUUWYLOUYHGR-FPVIQYCMSA-K	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-23344	CPD-23344	InChIKey=OSLQCFMOHZAQEJ-LFGUNSOXSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19250	CPD-19250	InChIKey=GJQBHOAJJGIPRH-UHFFFAOYSA-N	C(C(C1(\C=C/C=C\C=1))=O)#N
CPD0-2472	CPD0-2472	InChIKey=IDBZKGQRLBFUFQ-MTKBYBFRSA-L	C1(/N([C@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
CPD-17618	CPD-17618	InChIKey=UHIMVRQSLLJWIA-HSJNEKGZSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-653	CPD-653	InChIKey=IDBZKGQRLBFUFQ-VPHRTNKSSA-L	C1(/N([C@@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
CPD-14673	CPD-14673	InChIKey=ACRWYXSKEHUQDB-UHFFFAOYSA-N	C(#N)CCC1(\C=C/C=C\C=1)
CPD-16007	CPD-16007	InChIKey=XJLXINKUBYWONI-OPDHFMQKSA-K	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-23341	CPD-23341	InChIKey=MHWRZCDPNHYTGC-GAYVYFSJSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-16008	CPD-16008	InChIKey=BAWFJGJZGIEFAR-OPDHFMQKSA-M	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-12596	CPD-12596	InChIKey=RIWNFZUWWRVGEU-UHFFFAOYSA-N	C(#N)[R]
CPD-14133	CPD-14133	InChIKey=SZKXTJUOKARGIY-MTKBYBFRSA-J	C5(/N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](OP([O-])(=O)[O-])[C@H](O)4))(=O)[O-])(=O)[O-]))[C@H](O)CCC(/C(=O)N)=5)
CHOLINE	CHOLINE	InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N	C(CO)[N+](C)(C)C
CPD0-2474	CPD0-2474	InChIKey=SZKXTJUOKARGIY-VPHRTNKSSA-J	C5(/N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](OP([O-])(=O)[O-])[C@H](O)4))(=O)[O-])(=O)[O-]))[C@@H](O)CCC(/C(=O)N)=5)
CPD0-1031	CPD0-1031	InChIKey=CRQQGFGUEAVUIL-UHFFFAOYSA-N	C(#N)[R]
CPD-16005	CPD-16005	InChIKey=ACFIXJIJDZMPPO-OPDHFMQKSA-J	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
HEXANOYL-COA	HEXANOYL-COA	InChIKey=OEXFMSFODMQEPE-HDRQGHTBSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-16006	CPD-16006	InChIKey=BOPGDPNILDQYTO-OPDHFMQKSA-L	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-20967	CPD-20967	InChIKey=WTDOOXGOVBKHHV-UHFFFAOYSA-N	C(#N)[R]
CPD-11654	CPD-11654		C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-17694	CPD-17694	InChIKey=XJYWAWGKEAAUIX-HDRQGHTBSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-20735	CPD-20735		C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-19502	CPD-19502	InChIKey=BKIZJNMVTRYGSW-UHFFFAOYSA-N	C(#N)[R]
CPD-11642	CPD-11642		C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-17619	CPD-17619	InChIKey=ZCRRHZUCLLDPCW-GMHMEAMDSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-20736	CPD-20736		C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-15582	CPD-15582	InChIKey=JFDZBHWFFUWGJE-UHFFFAOYSA-N	C(#N)[R]
CPD-11643	CPD-11643		C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-20900	CPD-20900	InChIKey=CYDRXTMLKJDRQH-UHFFFAOYSA-N	[N+]([R4])([R3])([R1])[R2]
CPD-20737	CPD-20737		C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-12599	CPD-12599	InChIKey=ZZKQDMRCHFQQCQ-UHFFFAOYSA-N	C(#N)[R]
CPD-23342	CPD-23342	InChIKey=VLQMJDKLPNKZNA-FUEUKBNZSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4-CHLOROPHENYLACETONITRILE	4-CHLOROPHENYLACETONITRILE	InChIKey=IVYMIRMKXZAHRV-UHFFFAOYSA-N	C(#N)[R]
CPD-17940	CPD-17940	InChIKey=HBUNPJGMNVQSBX-UHFFFAOYSA-N	CC(=O)NC2(/C(=O)NC1(\C(\SS/C=1)=2))
CPD-10267	CPD-10267	InChIKey=CNKJPHSEFDPYDB-HSJNEKGZSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-20968	CPD-20968	InChIKey=PKVGVGHNOSEAMZ-UHFFFAOYSA-N	C(#N)[R]
CPD-22118	CPD-22118	InChIKey=SKDDJNFRAZIJIG-SYLRIUJSSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19504	CPD-19504	InChIKey=XPUDGEZWSNPCMM-UHFFFAOYSA-N	C(#N)[R]
CPD-19148	CPD-19148	InChIKey=RCVJZGBRLGUTKT-CGGPSVLLSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
BETAINE-ALDEHYDE-HYDRATE	BETAINE-ALDEHYDE-HYDRATE	InChIKey=HEHORKLRCFPRON-UHFFFAOYSA-N	C[N+](C)(CC(O)O)C
CPD-15391	CPD-15391	InChIKey=UEUPTUCWIHOIMK-RRKCRQDMSA-L	[C@H]1([R])([C@H](OP(=O)([O-])[O-])[C@@H](CO)O[C@@H]([a nucleobase])1)
CPD-17753	CPD-17753	InChIKey=MPQNPFJBRPRBFF-UHFFFAOYSA-N	C(#N)C1(/C=C(\C=C/C(/O)=1)/[N+]([O-])=O)
CPD-15392	CPD-15392	InChIKey=FVSAHFFHPOLBLL-SHYZEUOFSA-L	[C@H]1([R])([C@H](OP(=O)([O-])[O-])[C@@H](CO)O[C@@H]([a nucleobase])1)
LAUROYLCOA-CPD	LAUROYLCOA-CPD	InChIKey=YMCXGHLSVALICC-GMHMEAMDSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-15393	CPD-15393	InChIKey=LXKGKXYIAAKOCT-SHYZEUOFSA-L	[C@H]1([R])([C@H](OP(=O)([O-])[O-])[C@@H](CO)O[C@@H]([a nucleobase])1)
CPD-12889	CPD-12889	InChIKey=HOOOPXDSCKBLFG-UHFFFAOYSA-N	C(#N)[R]
CPD-15390	CPD-15390	InChIKey=QQMSZHORHNORLP-KVQBGUIXSA-L	[C@H]1([R])([C@H](OP(=O)([O-])[O-])[C@@H](CO)O[C@@H]([a nucleobase])1)
CPD-17795	CPD-17795	InChIKey=FVRRPFUVBKXGLI-SGQFHKIYSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PHENYLACETONITRILE	PHENYLACETONITRILE	InChIKey=SUSQOBVLVYHIEX-UHFFFAOYSA-N	C1(\C=C/C(\CC#N)=C\C=1)
CPD-23346	CPD-23346	InChIKey=OEEXPIXPSVXHBQ-FUEUKBNZSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-1074	CPD-1074	InChIKey=AYKYOOPFBCOXSL-UHFFFAOYSA-N	C(CC1(\C=C/C(/O)=C\C=1))#N
CPD-23343	CPD-23343	InChIKey=IZGKEGDLGPLGRX-HSJNEKGZSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-21809	CPD-21809	InChIKey=DIJBBUIOWGGQOP-QGVNFLHTSA-M	CC14(CCCC(C2(CCC3(\C(/C(CC1)2)=C/C=C(\C=3)/OS(=O)(=O)[O-])))4)
CPD-3732	CPD-3732	InChIKey=XXYIANZGUOSQHY-XLPZGREQSA-L	[C@H]1([R])([C@H](OP(=O)([O-])[O-])[C@@H](CO)O[C@@H]([a nucleobase])1)
CPD-14432	CPD-14432	InChIKey=CHVYGJMBUXUTSX-SVHODSNWSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-17939	CPD-17939	InChIKey=RQIPPEUKPSPCCI-UHFFFAOYSA-N	CN2(C1(\C(\SS/C=1)=C(C(=O)2)\N))
CPD-23340	CPD-23340	InChIKey=JGNCYWQFXLYWMO-RSERDAIDSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD0-1364	CPD0-1364	InChIKey=NRKZYQNTPCVMPW-PLEFRAQWSA-L	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD0-1117	CPD0-1117	InChIKey=WXWNHSQIXJHVJY-NNYOXOHSSA-L	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-196	CPD-196	InChIKey=KQMZYOXOBSXMII-CECATXLMSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-18088	CPD-18088	InChIKey=TVJJIHUATXWSJG-NNYOXOHSSA-L	C1(N(\C=C/C=C1/C(N)=O)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
CPD-14277	CPD-14277	InChIKey=QIBKBVRVOFIKLN-YSOWJFSKSA-J	C(CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[R]
CPD-18084	CPD-18084	InChIKey=UADKDCHYFVMAQG-NNYOXOHSSA-J	C1(N(/C=C(\C=C/1)/C(=O)N)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))
CPD-21812	CPD-21812	InChIKey=ZMITXKRGXGRMKS-HLUDHZFRSA-M	C[C@@]24(CC[C@@H](OS([O-])(=O)=O)C[C@H](CC[C@H]3([C@@H]1(CCC(=O)[C@](C)1CC[C@H]23)))4)
CPD0-1899	CPD0-1899	InChIKey=RGIBEPNCCNACDF-JQJQBVPMSA-M	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD0-1222	CPD0-1222	InChIKey=KPVQNXLUPNWQHM-RBEMOOQDSA-M	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-15039	CPD-15039	InChIKey=QIBKBVRVOFIKLN-JFUOOTSJSA-J	C(CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[R]
CPD-21427	CPD-21427	InChIKey=GTUJJVSZIHQLHA-XPWFQUROSA-K	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-21816	CPD-21816	InChIKey=GOHHVMNZYOLIPQ-AEYUOTALSA-N	CC34(CCC2(C(CCC1(CC(CCC(C)12)OC(=O)[R]))C(CCC([R])3)4))
CPD-18085	CPD-18085	InChIKey=SNZSFAQYVLPEBZ-FUXVTKQXSA-J	C1(\N(CC(/C(=O)N)=C\C=1)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))C(OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))
CPD-17936	CPD-17936	InChIKey=QIJIZYBAHPRLHJ-UHFFFAOYSA-N	CCCC(=O)NC2(/C(=O)N(C)C1(\C(\SS/C=1)=2))
CPD-15009	CPD-15009	InChIKey=QOTXBMGJKFVZRD-HISDBWNOSA-J	C5(/C(/C([O-])=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](OP([O-])(=O)[O-])[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
CPD-21815	CPD-21815	InChIKey=NAACPBBQTFFYQB-LJAITQKLSA-N	CC34(CCC2(C(CCC1(CC(CCC(C)12)OC(=O)[R]))C(CCC([R])3)4))
CPD0-2573	CPD0-2573	InChIKey=LIYBTEOJPMOUCZ-SENCXQCDSA-L	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD0-1223	CPD0-1223	InChIKey=JZLSMILGWQIPMM-RBEMOOQDSA-M	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-8830	CPD-8830	InChIKey=NCFRZZVNRVEQJK-NAJQWHGHSA-M	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
BETA-HYDROXYANDROST-5-EN-17-ONE-3-SULFAT	BETA-HYDROXYANDROST-5-EN-17-ONE-3-SULFAT	InChIKey=CZWCKYRVOZZJNM-USOAJAOKSA-M	C[C@@]13(CC[C@@H](CC/1=C\C[C@H]2([C@@H]4(CCC(=O)[C@@](C)(CC[C@@H]23)4)))OS(=O)(=O)[O-])
CPD-18087	CPD-18087	InChIKey=QVQHBKNZCMZBKP-NNYOXOHSSA-L	C1(/N(C\C=C/C(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
CPD-16785	CPD-16785	InChIKey=WZKCGSOAUKRPOC-INFSMZHSSA-I	C(OP(O[C@H]3([C@@H](O)[C@H](N1(\C=N/C2(C(=O)NC(/N)=N/C1=2)))O[C@H](COP(OP(OP([O-])(=O)[O-])(=O)[O-])(=O)[O-])3))(=O)[O-])[C@H]6(O[C@@H](N4(\C=N/C5(C(/N)=N\C=N/C4=5)))[C@H](O)[C@H](O)6)
DEAMIDO-NAD	DEAMIDO-NAD	InChIKey=SENPVEZBRZQVST-HISDBWNOSA-L	C5(/C(/C([O-])=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
CPD-17963	CPD-17963	InChIKey=JFEBCAJATWCFMT-UHFFFAOYSA-N	CC(C)=CC(=O)NC2(/C(=O)N(C)C1(\C(\SS/C=1)=2))
CPD-21249	CPD-21249	InChIKey=IAJILQKETJEXLJ-SQOUGZDYSA-M	C([R])(=O)[O-]
CPD-15204	CPD-15204	InChIKey=AEMOLEFTQBMNLQ-AZLKCVHYSA-M	C([R])(=O)[O-]
CPD-21813	CPD-21813	InChIKey=WAQBISPOEAOCOG-DYKIIFRCSA-M	C[C@@]34([C@H]2([C@H]([C@H]1([C@@](C)([C@@H](OS(=O)(=O)[O-])CC1)CC2))CCC/3=C\C(=O)CC4))
CPD-15530	CPD-15530	InChIKey=IAJILQKETJEXLJ-QTBDOELSSA-M	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]
CPD-17937	CPD-17937	InChIKey=VQVYTYBHAGLZNJ-UHFFFAOYSA-N	CN2(C1(\C(\SS/C=1)=C(C(=O)2)\NC(C3(\C=C/C=C\C=3))=O))
CPD-23559	CPD-23559	InChIKey=KSOXQRPSZKLEOR-YMPULBMMSA-M	C([R])(=O)[O-]
CPD-21802	CPD-21802	InChIKey=BHYOQNUELFTYRT-DPAQBDIFSA-M	CC(C)CCC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](OS([O-])(=O)=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
CPD-17934	CPD-17934	InChIKey=MHMRAFONCSQAIA-UHFFFAOYSA-N	CC(=O)NC2(/C(=O)N(C)C1(\C(\SS/C=1)=2))
D-TAGATURONATE	D-TAGATURONATE	InChIKey=IZSRJDGCGRAUAR-WDCZJNDASA-M	C([R])(=O)[O-]
CPD-20056	CPD-20056	InChIKey=ATKWJXUJUNLTFU-UHFFFAOYSA-N	C(=S)=NCC1(\C=C/C(/O)=C\C=1)
CPD-17964	CPD-17964	InChIKey=PORQOSQSJUEYRC-GQCTYLIASA-N	C/C=C(C)/C(=O)NC2(/C(=O)N(C)C1(\C(\SS/C=1)=2))
CPD-19494	CPD-19494	InChIKey=SUVMJBTUFCVSAD-UHFFFAOYSA-N	C(=N[R])=S
CPD-17938	CPD-17938	InChIKey=UGZYFXMSMFMTSM-UHFFFAOYSA-N	CCC(=O)NC2(/C(=O)N(C)C1(\C(\SS/C=1)=2))
CPD-3713	CPD-3713	InChIKey=NMPZCCZXCOMSDQ-XVFCMESISA-M	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-3725	CPD-3725	InChIKey=HWDMHJDYMFRXOX-XVFCMESISA-M	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-15516	CPD-15516	InChIKey=HEFNNWSXXWATRW-JTQLQIEISA-M	C([R])(=O)[O-]
CPD-19501	CPD-19501	InChIKey=ZOJBYZNEUISWFT-UHFFFAOYSA-N	C=CCN=C=S
CPD-15517	CPD-15517	InChIKey=HEFNNWSXXWATRW-SNVBAGLBSA-M	C([R])(=O)[O-]
CPD-17935	CPD-17935	InChIKey=VLMKNUITTLTJAL-UHFFFAOYSA-N	CC(C)C(=O)NC2(/C(=O)N(C)C1(\C(\SS/C=1)=2))
URATE	URATE	InChIKey=LEHOTFFKMJEONL-UHFFFAOYSA-N	C12(NC(=O)NC(C(=O)NC(=O)N1)=2)
CPD-15303	CPD-15303	InChIKey=DWAKNKKXGALPNW-SCSAIBSYSA-M	C([R])(=O)[O-]
CPD-22918	CPD-22918	InChIKey=HJWQNCPSKFANJK-UHFFFAOYSA-N	C1(=O)(NC(/N)=N/C21(C(=O)NC(=O)N2))
CPD-22030	CPD-22030	InChIKey=ZJQHPWUVQPJPQT-UHFFFAOYSA-O	C([NH3+])C1(\O/N=C(\C=1)/O)
L-DELTA1-PYRROLINE_5-CARBOXYLATE	L-DELTA1-PYRROLINE_5-CARBOXYLATE	InChIKey=DWAKNKKXGALPNW-BYPYZUCNSA-M	C1(\CC[C@H](\N=1)C(=O)[O-])
CPD-15041	CPD-15041	InChIKey=LEHOTFFKMJEONL-UHFFFAOYSA-M	C12(NC(=O)NC(\C(=O)[N-]C(/O)=N\1)=2)
BENZYL-ISOTHIOCYANATE	BENZYL-ISOTHIOCYANATE	InChIKey=MDKCFLQDBWCQCV-UHFFFAOYSA-N	C(C1(\C=C/C=C\C=1))N=C=S
CPD-22919	CPD-22919	InChIKey=AVOMHQCKYPXFNU-UHFFFAOYSA-N	C(N)(=N)NC1(NC(=O)NC(=O)1)
CPD-19827	CPD-19827	InChIKey=KPVXTRPRSOUYMZ-UHFFFAOYSA-M	CC1(\CCC(\N=1)C(=O)[O-])
CPD-22294	CPD-22294	InChIKey=LFSXCDWNBUNEEM-UHFFFAOYSA-N	C1(\C2(/C(/C=N\N=1)=C\C=C/C=2))
CPD-17537	CPD-17537	InChIKey=LUAZZOXZPVVGSO-UHFFFAOYSA-N	C2(\C=C(\C=C/[N+](\CC1(\C=C/C=C\C=1))=2)\C4(/C=C\[N+](/CC3(\C=C/C=C\C=3))=C/C=4))
CPD-21452	CPD-21452	InChIKey=COOQCFXTNQYDDB-BCOZJEEWSA-M	C([R])(=O)[O-]
PIPERAZINE	PIPERAZINE	InChIKey=GLUUGHFHXGJENI-UHFFFAOYSA-O	C1(C[NH2+]CCN1)
CPD-18978	CPD-18978	InChIKey=RJHPSMAZNAJFHT-YUDKCSBMSA-M	C([R])(=O)[O-]
CPD-22296	CPD-22296	InChIKey=JWVCLYRUEFBMGU-UHFFFAOYSA-N	C1(\C2(/C(/N=C\N=1)=C\C=C/C=2))
CPD-3631	CPD-3631	InChIKey=HUKSJTUUSUGIDC-ZBEGNZNMSA-N	C2(OC5(/C=C(\C=C/C(/[C@@H]3(OC4(/C=C1(C(/OCO1)=C\C(\[C@H]23)=4))))=5)/O))
